"name" , "web_page" , "domain" , "country"
"Technological University (Pinlon)" , "http://www.most.gov.mm/pinlontu/" , "most.gov.mm" , "Burma" 
"Technological University (Pyay)" , "http://www.most.gov.mm/ptu/" , "most.gov.mm" , "Burma" 
"Technological University (Sittwe)" , "http://www.most.gov.mm/sittwetu/" , "most.gov.mm" , "Burma" 
"Technological University (Taunggyi)" , "http://www.most.gov.mm/taunggyitu/" , "most.gov.mm" , "Burma" 
"Technological University (Taungoo)" , "http://www.most.gov.mm/taungootu/" , "most.gov.mm" , "Burma" 
"Technological University (Thanlyin)" , "http://www.most.gov.mm/thanlyintu/" , "most.gov.mm" , "Burma" 
"Technological University (West Yangon)" , "http://www.most.gov.mm/wytu/" , "most.gov.mm" , "Burma" 
"Technological University (Yangon)" , "http://www.most.gov.mm/ytu/" , "most.gov.mm" , "Burma" 
"University of Computer Studies, Yangon" , "http://www.ucsy.edu.mm/" , "ucsy.edu.mm" , "Burma" 
"University of Medicine 1, Yangon" , "http://www.um1ygn.edu.mm/" , "um1ygn.edu.mm" , "Burma" 
"University of Medicine Magway" , "http://www.ummg.edu.mm/" , "ummg.edu.mm" , "Burma" 
"Hope Africa University" , "http://hopeafricauniversity.org/" , "hopeafricauniversity.org" , "Burundi" 
"Université du Burundi" , "http://www.ub.edu.bi/" , "ub.edu.bi" , "Burundi" 
"Université Lumière de Bujumbura" , "http://www.ulbu.bi/" , "ulbu.bi" , "Burundi" 
"Angkor University" , "http://www.angkor.edu.kh/" , "angkor.edu.kh" , "Cambodia" 
"Asia Europe University" , "http://www.aeu.edu.kh/" , "aeu.edu.kh" , "Cambodia" 
"Build Bright University" , "http://www.bbu.edu.kh/" , "bbu.edu.kh" , "Cambodia" 
"Cambodian Mekong University" , "http://www.mekong.edu.kh/" , "mekong.edu.kh" , "Cambodia" 
"Cambodia University of Specialties" , "http://www.cus.edu.kh/" , "cus.edu.kh" , "Cambodia" 
"Chamreun University of Poly Technology" , "http://www.cup.edu.kh/" , "cup.edu.kh" , "Cambodia" 
"International University" , "http://www.iu.edu.kh/" , "iu.edu.kh" , "Cambodia" 
"National Institute of Education" , "http://www.ine.edu.kh/" , "ine.edu.kh" , "Cambodia" 
"National University of Management" , "http://www.num.edu.kh/" , "num.edu.kh" , "Cambodia" 
"Norton University" , "http://www.norton.edu.kh/" , "norton.edu.kh" , "Cambodia" 
"Pannnasatra University of Cambodia" , "http://www.puc.edu.kh/" , "puc.edu.kh" , "Cambodia" 
"Royal University of Agriculture" , "http://www.rua.edu.kh/" , "rua.edu.kh" , "Cambodia" 
"Royal University of Fine Arts" , "http://www.rufa.edu.kh/" , "rufa.edu.kh" , "Cambodia" 
"Royal University of Law and Economics" , "http://www.rule.edu.kh/" , "rule.edu.kh" , "Cambodia" 
"Royal University of Phnom Penh" , "http://www.rupp.edu.kh/" , "rupp.edu.kh" , "Cambodia" 
"Svey Reong University" , "http://www.sru.edu.kh/" , "sru.edu.kh" , "Cambodia" 
"University of Cambodia" , "http://www.uc.edu.kh/" , "uc.edu.kh" , "Cambodia" 
"University of Health and Science" , "http://www.univ-sante.edu.kh/" , "univ-sante.edu.kh" , "Cambodia" 
"University of Technology Phnom Penh" , "http://www.utpp.edu.kh/" , "utpp.edu.kh" , "Cambodia" 
"Western University" , "http://www.western.edu.kh/" , "western.edu.kh" , "Cambodia" 
"Zaman University" , "http://www.zamanuniversity.edu.kh/" , "zamanuniversity.edu.kh" , "Cambodia" 
"Bamenda University of Science &amp; Technology" , "http://www.bamendauniversity.com/" , "bamendauniversity.com" , "Cameroon" 
"Fomic Polytechnic" , "http://www.fomicgroup.cm/" , "fomicgroup.cm" , "Cameroon" 
"Université de Bamenda" , "http://www.unibda.net/" , "unibda.net" , "Cameroon" 
"Université de Buéa" , "http://www.ubuea.cm/" , "ubuea.cm" , "Cameroon" 
"Université de Douala" , "http://www.univ-douala.com/" , "univ-douala.com" , "Cameroon" 
"Université de Dschang" , "http://www.univ-dschang.org/" , "univ-dschang.org" , "Cameroon" 
"Université de Ngaoundéré" , "http://www.univ-ndere.cm/" , "univ-ndere.cm" , "Cameroon" 
"Université des Montagnes" , "http://www.udesmontagnes.org/" , "udesmontagnes.org" , "Cameroon" 
"Université de Yaoundé I" , "http://www.uy1.uninet.cm/" , "uy1.uninet.cm" , "Cameroon" 
"Université de Yaoundé II" , "http://www.universite-yde2.org/" , "universite-yde2.org" , "Cameroon" 
"Acadia University" , "http://www.acadiau.ca/" , "acadiau.ca" , "Canada" 
"Algonquin College" , "http://www.algonquincollege.com/" , "algonquincollege.com" , "Canada" 
"Ashton College" , "http://www.ashtoncollege.com/" , "ashtoncollege.com" , "Canada" 
"Assumption University" , "http://www.assumptionu.ca/" , "assumptionu.ca" , "Canada" 
"Athabasca University" , "http://www.athabascau.ca/" , "athabascau.ca" , "Canada" 
"Augustana University College" , "http://www.augustana.ab.ca/" , "augustana.ab.ca" , "Canada" 
"Bishop's University" , "http://www.ubishops.ca/" , "ubishops.ca" , "Canada" 
"Bow Valley College" , "http://www.bowvalleycollege.ca/" , "bowvalleycollege.ca" , "Canada" 
"Brandon University" , "http://www.brandonu.ca/" , "brandonu.ca" , "Canada" 
"Brescia College" , "http://www.uwo.ca/brescia/" , "uwo.ca" , "Canada" 
"British Columbia Institute of Technology" , "http://www.bcit.ca/" , "bcit.ca" , "Canada" 
"British Columbia Open University" , "http://www.bcou.ca/" , "bcou.ca" , "Canada" 
"Brock University" , "http://www.brocku.ca/" , "brocku.ca" , "Canada" 
"Camosun College" , "http://www.camosun.bc.ca/" , "camosun.bc.ca" , "Canada" 
"Campion College" , "http://www.uregina.ca/campion/" , "uregina.ca" , "Canada" 
"Canadian College of Business &amp; Computers" , "http://www.ccbc.ca/" , "ccbc.ca" , "Canada" 
"Canadian Mennonite University" , "http://www.cmu.ca/" , "cmu.ca" , "Canada" 
"Capilano College" , "http://www.capcollege.bc.ca/" , "capcollege.bc.ca" , "Canada" 
"Carleton University" , "http://www.carleton.ca/" , "carleton.ca" , "Canada" 
"Centennial College" , "http://www.centennialcollege.ca/" , "centennialcollege.ca" , "Canada" 
"Collège Boréal" , "http://www.borealc.on.ca/" , "borealc.on.ca" , "Canada" 
"College of New Caledonia" , "http://www.cnc.bc.ca/" , "cnc.bc.ca" , "Canada" 
"College of the Rockies" , "http://www.cotr.bc.ca/" , "cotr.bc.ca" , "Canada" 
"Columbia College" , "http://www.columbiacollege.ca/" , "columbiacollege.ca" , "Canada" 
"Concordia University" , "http://www.concordia.ca/" , "concordia.ca" , "Canada" 
"Concordia University College of Alberta" , "http://www.concordia.ab.ca/" , "concordia.ab.ca" , "Canada" 
"Conestoga College" , "http://www.conestogac.on.ca/" , "conestogac.on.ca" , "Canada" 
"Dalhousie University" , "http://www.dal.ca/" , "dal.ca" , "Canada" 
"DeVry Institute of Technology" , "http://www.cal.devry.ca/" , "cal.devry.ca" , "Canada" 
"Dominican College of Philosophy and Theology" , "http://www.op.org/canada/college.htm" , "op.org" , "Canada" 
"Douglas College" , "http://www.douglas.bc.ca/" , "douglas.bc.ca" , "Canada" 
"Durham College" , "http://www.durhamc.on.ca/" , "durhamc.on.ca" , "Canada" 
"École des Hautes Études Commerciales" , "http://www.hec.ca/" , "hec.ca" , "Canada" 
"École de technologie supérieure, Université du Québec" , "http://www.etsmtl.ca/" , "etsmtl.ca" , "Canada" 
"École nationale d'administration publique, Université du Québec" , "http://www.enap.uquebec.ca/" , "enap.uquebec.ca" , "Canada" 
"École Polytechnique de Montréal, Université de Montréal" , "http://www.polymtl.ca/" , "polymtl.ca" , "Canada" 
"Emily Carr Institute of Art + Design" , "http://www.eciad.bc.ca/" , "eciad.bc.ca" , "Canada" 
"First Nations University of Canada" , "http://www.firstnationsuniversity.ca/" , "firstnationsuniversity.ca" , "Canada" 
"George Brown College" , "http://www.gbrownc.on.ca/" , "gbrownc.on.ca" , "Canada" 
"Humber College" , "http://www.humber.ca/" , "humber.ca" , "Canada" 
"Huron University College" , "http://www.huronuc.on.ca/" , "huronuc.on.ca" , "Canada" 
"Institut Armand-Frappier, Université du Québec" , "http://www.iaf.inrs.ca/" , "iaf.inrs.ca" , "Canada" 
"Institut National de la Recherche Scientifique, Université du Québec" , "http://www.inrs.uquebec.ca/" , "inrs.uquebec.ca" , "Canada" 
"King's College" , "http://www.uwo.ca/kings/" , "uwo.ca" , "Canada" 
"Kingston College" , "http://www.kingston.edu/" , "kingston.edu" , "Canada" 
"King's University College" , "http://www.kingsu.ab.ca/" , "kingsu.ab.ca" , "Canada" 
"Kwantleen University College" , "http://www.kwantlen.bc.ca/" , "kwantlen.bc.ca" , "Canada" 
"Lakehead University" , "http://www.lakeheadu.ca/" , "lakeheadu.ca" , "Canada" 
"Langara College" , "http://www.langara.bc.ca/" , "langara.bc.ca" , "Canada" 
"Lansbridge University" , "http://www.lansbridge.com/" , "lansbridge.com" , "Canada" 
"Laurentian University of Sudbury" , "http://www.laurentian.ca/" , "laurentian.ca" , "Canada" 
"Luther College" , "http://www.saskweb.com/luthercollege/" , "saskweb.com" , "Canada" 
"MacEwan University" , "http://www.macewan.ca/" , "macewan.ca" , "Canada" 
"Malaspina University College" , "http://www.mala.bc.ca/" , "mala.bc.ca" , "Canada" 
"McGill University" , "http://www.mcgill.ca/" , "mcgill.ca" , "Canada" 
"McMaster University" , "http://www.mcmaster.ca/" , "mcmaster.ca" , "Canada" 
"Memorial University of Newfoundland" , "http://www.ucs.mun.ca/" , "ucs.mun.ca" , "Canada" 
"Mount Allison University" , "http://www.mta.ca/" , "mta.ca" , "Canada" 
"Mount Royal College" , "http://www.mtroyal.ab.ca/" , "mtroyal.ab.ca" , "Canada" 
"Mount Saint Vincent University" , "http://www.msvu.ca/" , "msvu.ca" , "Canada" 
"Nicola Valley Institute of Technology" , "http://www.nvit.bc.ca/" , "nvit.bc.ca" , "Canada" 
"Nipissing University" , "http://www.nipissingu.ca/" , "nipissingu.ca" , "Canada" 
"Northern Alberta Institute of Technology" , "http://www.nait.ca/" , "nait.ca" , "Canada" 
"Northern Lights College" , "http://www.nlc.bc.ca/" , "nlc.bc.ca" , "Canada" 
"North Island College" , "http://www.nic.bc.ca/" , "nic.bc.ca" , "Canada" 
"Nova Scotia Agricultural College" , "http://www.nsac.ns.ca/" , "nsac.ns.ca" , "Canada" 
"Nova Scotia College of Art and Design" , "http://www.nscad.ns.ca/" , "nscad.ns.ca" , "Canada" 
"Okanagan University College" , "http://www.okanagan.bc.ca/" , "okanagan.bc.ca" , "Canada" 
"Ontario College of Art and Design" , "http://www.ocad.ca/" , "ocad.ca" , "Canada" 
"Pacific International College" , "http://www.picollege.ca/" , "picollege.ca" , "Canada" 
"Queen's University" , "http://www.queensu.ca/" , "queensu.ca" , "Canada" 
"Quest University" , "http://www.questu.ca/" , "questu.ca" , "Canada" 
"Redeemer College" , "http://www.redeemer.ca/" , "redeemer.ca" , "Canada" 
"Regent College" , "http://www.regent-college.edu/" , "regent-college.edu" , "Canada" 
"Royal Military College of Canada" , "http://www.rmc.ca/" , "rmc.ca" , "Canada" 
"Royal Roads University" , "http://www.royalroads.ca/" , "royalroads.ca" , "Canada" 
"Ryerson Polytechnic University" , "http://www.ryerson.ca/" , "ryerson.ca" , "Canada" 
"Saskatchewan Indian Federated College" , "http://www.sifc.edu/" , "sifc.edu" , "Canada" 
"Sauder School of Business" , "http://www.sauder.ubc.ca/" , "sauder.ubc.ca" , "Canada" 
"Selkirk College" , "http://www.selkirk.bc.ca/" , "selkirk.bc.ca" , "Canada" 
"Seneca College" , "http://www.senecac.on.ca/" , "senecac.on.ca" , "Canada" 
"Sheridan College" , "http://www.sheridanc.on.ca/" , "sheridanc.on.ca" , "Canada" 
"Simon Fraser University" , "http://www.sfu.ca/" , "sfu.ca" , "Canada" 
"Southern Alberta Institute of Technology" , "http://www.sait.ca/" , "sait.ca" , "Canada" 
"St. Anne University" , "http://www.ustanne.ednet.ns.ca/" , "ustanne.ednet.ns.ca" , "Canada" 
"St. Clair College" , "http://www.stclairc.on.ca/" , "stclairc.on.ca" , "Canada" 
"St. Francis Xavier University" , "http://www.stfx.ca/" , "stfx.ca" , "Canada" 
"St. Mary's University" , "http://www.stmarys.ca/" , "stmarys.ca" , "Canada" 
"St. Paul University" , "http://www.ustpaul.ca/" , "ustpaul.ca" , "Canada" 
"St. Thomas University" , "http://www.stthomasu.ca/" , "stthomasu.ca" , "Canada" 
"Télé-université, Université du Québec" , "http://www.teluq.uquebec.ca/" , "teluq.uquebec.ca" , "Canada" 
"Thompson Rivers University" , "http://www.tru.ca/" , "tru.ca" , "Canada" 
"Trent University" , "http://www.trentu.ca/" , "trentu.ca" , "Canada" 
"Trinity Western University" , "http://www.twu.ca/" , "twu.ca" , "Canada" 
"Université de Montréal" , "http://www.umontreal.ca/" , "umontreal.ca" , "Canada" 
"Université de Sherbrooke" , "http://www.usherb.ca/" , "usherb.ca" , "Canada" 
"Université du Québec à Chicoutimi" , "http://www.uqac.ca/" , "uqac.ca" , "Canada" 
"Université du Québec à Montréal" , "http://www.uqam.ca/" , "uqam.ca" , "Canada" 
"Université du Québec à Rimouski" , "http://www.uqar.uquebec.ca/" , "uqar.uquebec.ca" , "Canada" 
"Université du Québec à Trois-Rivières" , "http://www.uqtr.uquebec.ca/" , "uqtr.uquebec.ca" , "Canada" 
"Université du Québec en Abitibi-Témiscamingue" , "http://www.uqat.uquebec.ca/" , "uqat.uquebec.ca" , "Canada" 
"Université du Québec en Outaouais" , "http://www.uqo.ca/" , "uqo.ca" , "Canada" 
"Université Laval" , "http://www.ulaval.ca/" , "ulaval.ca" , "Canada" 
"University Canada West" , "http://www.universitycanadawest.ca/" , "universitycanadawest.ca" , "Canada" 
"University College of Cape Breton" , "http://www.uccb.ns.ca/" , "uccb.ns.ca" , "Canada" 
"University College of Saint-Boniface" , "http://www.ustboniface.mb.ca/" , "ustboniface.mb.ca" , "Canada" 
"University College of the Cariboo" , "http://www.cariboo.bc.ca/" , "cariboo.bc.ca" , "Canada" 
"University College of the Fraser Valley" , "http://www.ucfv.bc.ca/" , "ucfv.bc.ca" , "Canada" 
"University of Alberta" , "http://www.ualberta.ca/" , "ualberta.ca" , "Canada" 
"University of British Columbia" , "http://www.ubc.ca/" , "ubc.ca" , "Canada" 
"University of Calgary" , "http://www.ucalgary.ca/" , "ucalgary.ca" , "Canada" 
"University of Guelph" , "http://www.uoguelph.ca/" , "uoguelph.ca" , "Canada" 
"University of King's College" , "http://www.ukings.ns.ca/" , "ukings.ns.ca" , "Canada" 
"University of Lethbridge" , "http://www.uleth.ca/" , "uleth.ca" , "Canada" 
"University of Manitoba" , "http://www.umanitoba.ca/" , "umanitoba.ca" , "Canada" 
"University of Moncton" , "http://www.umoncton.ca/" , "umoncton.ca" , "Canada" 
"University of Moncton, Edmundston" , "http://www.cuslm.ca/" , "cuslm.ca" , "Canada" 
"University of Moncton, Shippagan" , "http://www.cus.ca/" , "cus.ca" , "Canada" 
"University of New Brunswick" , "http://www.unb.ca/" , "unb.ca" , "Canada" 
"University of New Brunswick, Saint John" , "http://www.unbsj.ca/" , "unbsj.ca" , "Canada" 
"University of Northern British Columbia" , "http://www.unbc.ca/" , "unbc.ca" , "Canada" 
"University of Ontario Institute of Technology" , "http://www.uoit.ca/" , "uoit.ca" , "Canada" 
"University of Ottawa" , "http://www.uottawa.ca/" , "uottawa.ca" , "Canada" 
"University of Prince Edward Island" , "http://www.upei.ca/" , "upei.ca" , "Canada" 
"University of Québec" , "http://www.uquebec.ca/" , "uquebec.ca" , "Canada" 
"University of Regina" , "http://www.uregina.ca/" , "uregina.ca" , "Canada" 
"University of Saskatchewan" , "http://www.usask.ca/" , "usask.ca" , "Canada" 
"University of St. Jerome's College" , "http://www.usjc.uwaterloo.ca/" , "usjc.uwaterloo.ca" , "Canada" 
"University of St. Michael's College" , "http://www.utoronto.ca/stmikes/" , "utoronto.ca" , "Canada" 
"University of Sudbury" , "http://www.usudbury.com/" , "usudbury.com" , "Canada" 
"University of Toronto" , "http://www.utoronto.ca/" , "utoronto.ca" , "Canada" 
"University of Toronto, Mississauga" , "http://www.utm.utoronto.ca/" , "utm.utoronto.ca" , "Canada" 
"University of Toronto, Scarborough" , "http://www.scar.utoronto.ca/" , "scar.utoronto.ca" , "Canada" 
"University of Trinity College" , "http://www.trinity.utoronto.ca/" , "trinity.utoronto.ca" , "Canada" 
"University of Victoria" , "http://www.uvic.ca/" , "uvic.ca" , "Canada" 
"University of Waterloo" , "http://www.uwaterloo.ca/" , "uwaterloo.ca" , "Canada" 
"University of Western Ontario" , "http://www.uwo.ca/" , "uwo.ca" , "Canada" 
"University of Windsor" , "http://www.uwindsor.ca/" , "uwindsor.ca" , "Canada" 
"University of Winnipeg" , "http://www.uwinnipeg.ca/" , "uwinnipeg.ca" , "Canada" 
"Vancouver Community College" , "http://www.vcc.ca/" , "vcc.ca" , "Canada" 
"Victoria University Toronto, University of Toronto" , "http://vicu.utoronto.ca/" , "vicu.utoronto.ca" , "Canada" 
"Wilfrid Laurier University" , "http://www.wlu.ca/" , "wlu.ca" , "Canada" 
"William and Catherine Booth College" , "http://www.boothcollege.ca/" , "boothcollege.ca" , "Canada" 
"York University" , "http://www.yorku.ca/" , "yorku.ca" , "Canada" 
"Yukon College" , "http://www.yukoncollege.yk.ca/" , "yukoncollege.yk.ca" , "Canada" 
"Universidade Jean Piaget de Cabo Verde" , "http://cv.unipiaget.org/" , "cv.unipiaget.org" , "Cape Verde" 
"International College of the Cayman Islands" , "http://www.icci.edu.ky/" , "icci.edu.ky" , "Cayman Islands" 
"St. Matthews University" , "http://www.stmatthews.edu/" , "stmatthews.edu" , "Cayman Islands" 
"Université de Bangui" , "http://www.univ-bangui.net/" , "univ-bangui.net" , "Central African Republic" 
"Université de N'Djamena" , "http://www.univ-ndjamena.org/" , "univ-ndjamena.org" , "Chad" 
"Escuela de Arquitectura y Diseño" , "http://www.arquitecturaucv.cl/" , "arquitecturaucv.cl" , "Chile" 
"Pontificia Universidad Catolica de Chile" , "http://www.puc.cl/" , "puc.cl" , "Chile" 
"Universidad Academia de Humanismo Cristiano" , "http://www.academia.cl/" , "academia.cl" , "Chile" 
"Universidad Academia de Humanismo Cristiano" , "http://www.academia.cl/" , "academia.cl" , "Chile" 
"Universidad &quot;Adolfo Ibañez&quot;" , "http://www.uai.cl/" , "uai.cl" , "Chile" 
"Universidad Adolfo Ibáñez" , "http://www.uai.cl/" , "uai.cl" , "Chile" 
"Universidad Adventista de Chile" , "http://www.unachile.cl/" , "unachile.cl" , "Chile" 
"Universidad Alberto Hurtado" , "http://www.uahurtado.cl/" , "uahurtado.cl" , "Chile" 
"Universidad Arcis" , "http://www.universidadarcis.cl/" , "universidadarcis.cl" , "Chile" 
"Universidad &quot;Arturo Prat&quot;" , "http://www.unap.cl/" , "unap.cl" , "Chile" 
"Universidad Austral de Chile" , "http://www.uach.cl/" , "uach.cl" , "Chile" 
"Universidad Autonoma del Sur" , "http://www.uas.cl/" , "uas.cl" , "Chile" 
"Universidad Bernardo O'Higgins" , "http://www.ubohiggins.cl/" , "ubohiggins.cl" , "Chile" 
"Universidad Bolivariana" , "http://www.ubolivariana.cl/" , "ubolivariana.cl" , "Chile" 
"Universidad Católica Cardenal Raúl Silva Henríquez" , "http://www.ucsh.cl/" , "ucsh.cl" , "Chile" 
"Universidad Catolica de La Santísima Concepción" , "http://www.ucsc.cl/" , "ucsc.cl" , "Chile" 
"Universidad Catolica del Maule" , "http://www.ucm.cl/" , "ucm.cl" , "Chile" 
"Universidad Catolica del Norte" , "http://www.ucn.cl/" , "ucn.cl" , "Chile" 
"Universidad Catolica de Temuco" , "http://www.uctem.cl/" , "uctem.cl" , "Chile" 
"Universidad Catolica de Valparaiso" , "http://www.ucv.cl/" , "ucv.cl" , "Chile" 
"Universidad Central" , "http://www.ucentral.cl/" , "ucentral.cl" , "Chile" 
"Universidad Chileno Britanica de Cultura" , "http://www.ubritanica.cl/" , "ubritanica.cl" , "Chile" 
"Universidad de Aconcagua" , "http://www.uaconcagua.cl/" , "uaconcagua.cl" , "Chile" 
"Universidad de Antofagasta" , "http://www.uantof.cl/" , "uantof.cl" , "Chile" 
"Universidad de Artes, Ciencias y Comunicación" , "http://www.uniacc.cl/" , "uniacc.cl" , "Chile" 
"Universidad de Atacama" , "http://www.uda.cl/" , "uda.cl" , "Chile" 
"Universidad de Chile" , "http://www.uchile.cl/" , "uchile.cl" , "Chile" 
"Universidad de Ciencias de la Informatica" , "http://www.ucinf.cl/" , "ucinf.cl" , "Chile" 
"Universidad de Concepcion" , "http://www.udec.cl/" , "udec.cl" , "Chile" 
"Universidad de La Frontera" , "http://www.ufro.cl/" , "ufro.cl" , "Chile" 
"Universidad de Las Américas" , "http://www.uamericas.cl/" , "uamericas.cl" , "Chile" 
"Universidad de La Serena" , "http://www.userena.cl/" , "userena.cl" , "Chile" 
"Universidad del Bío-Bío" , "http://www.ubiobio.cl/" , "ubiobio.cl" , "Chile" 
"Universidad del Desarrollo" , "http://www.udesarrollo.cl/" , "udesarrollo.cl" , "Chile" 
"Universidad del Mar" , "http://www.udelmar.cl/" , "udelmar.cl" , "Chile" 
"Universidad de Los Andes" , "http://www.uandes.cl/" , "uandes.cl" , "Chile" 
"Universidad de Los Lagos" , "http://www.ulagos.cl/" , "ulagos.cl" , "Chile" 
"Universidad del Pacífico" , "http://www.upacifico.cl/" , "upacifico.cl" , "Chile" 
"Universidad de Magallanes" , "http://www.umag.cl/" , "umag.cl" , "Chile" 
"Universidad de Playa Ancha de Ciencias de la Educacion" , "http://www.upa.cl/" , "upa.cl" , "Chile" 
"Universidad de San Andres" , "http://www.usanandres.cl/" , "usanandres.cl" , "Chile" 
"Universidad de Santiago de Chile" , "http://www.usach.cl/" , "usach.cl" , "Chile" 
"Universidad de Talca" , "http://www.utalca.cl/" , "utalca.cl" , "Chile" 
"Universidad de Tarapacá" , "http://www.uta.cl/" , "uta.cl" , "Chile" 
"Universidad de Valparaiso" , "http://www.uv.cl/" , "uv.cl" , "Chile" 
"Universidad de Viña del Mar" , "http://www.uvm.cl/" , "uvm.cl" , "Chile" 
"Universidad Diego Portales" , "http://www.udp.cl/" , "udp.cl" , "Chile" 
"Universidad Finis Terrae" , "http://www.ufinis.cl/" , "ufinis.cl" , "Chile" 
"Universidad Francisco de Aguirre" , "http://www.unfa.cl/" , "unfa.cl" , "Chile" 
"Universidad Gabriela Mistral" , "http://www.ugm.cl/" , "ugm.cl" , "Chile" 
"Universidad Iberoamericana de Ciencias y Tecnologia" , "http://www.unicit.cl/" , "unicit.cl" , "Chile" 
"Universidad International SEK, Santiago" , "http://www.uisek.cl/" , "uisek.cl" , "Chile" 
"Universidad José Santos Ossa" , "http://www.ujso.cl/" , "ujso.cl" , "Chile" 
"Universidad La Republica" , "http://www.ulare.cl/" , "ulare.cl" , "Chile" 
"Universidad Mariano Egaña" , "http://www.ume.cl/" , "ume.cl" , "Chile" 
"Universidad Maritima de Chile" , "http://www.umaritima.cl/" , "umaritima.cl" , "Chile" 
"Universidad Mayor" , "http://www.umayor.cl/" , "umayor.cl" , "Chile" 
"Universidad Metropolitana de Ciencias de la Educación" , "http://www.umce.cl/" , "umce.cl" , "Chile" 
"Universidad Miguel de Cervantes" , "http://www.ucervantes.cl/" , "ucervantes.cl" , "Chile" 
"Universidad Nacional Andrés Bello" , "http://www.unab.cl/" , "unab.cl" , "Chile" 
"Universidad San Sebastian" , "http://www.uss.cl/" , "uss.cl" , "Chile" 
"Universidad Santo Tomás" , "http://www.ust.cl/" , "ust.cl" , "Chile" 
"Universidad Técnica &quot;Federico Santa María&quot;" , "http://www.utfsm.cl/" , "utfsm.cl" , "Chile" 
"Universidad Tecnológica Metropolitana" , "http://www.utem.cl/" , "utem.cl" , "Chile" 
"Universidad Tecnologica &quot;Vicente Perez Rosales&quot;" , "http://www.uvipro.cl/" , "uvipro.cl" , "Chile" 
"2nd Military Medical University" , "http://www.smmu.edu.cn/" , "smmu.edu.cn" , "China" 
"3rd Military Medical University" , "http://www.tmmu.edu.cn/" , "tmmu.edu.cn" , "China" 
"4th Military Medical University" , "http://www.fmmu.edu.cn/" , "fmmu.edu.cn" , "China" 
"Anhui Medical University" , "http://www.ahmu.edu.cn/" , "ahmu.edu.cn" , "China" 
"Anhui Normal University" , "http://www.ahnu.edu.cn/" , "ahnu.edu.cn" , "China" 
"Anhui Technical College of Water Resources and Hydroelectric Power" , "http://www.ahsdxy.ah.edu.cn/" , "ahsdxy.ah.edu.cn" , "China" 
"Anhui University" , "http://www.ahu.edu.cn/" , "ahu.edu.cn" , "China" 
"Anhui University of Finance and Economics" , "http://www.aufe.edu.cn/" , "aufe.edu.cn" , "China" 
"Anhui University of Traditional Chinese Medicine" , "http://www.ahtcm.edu.cn/" , "ahtcm.edu.cn" , "China" 
"Beijing Foreign Studies University" , "http://www.bfsu.edu.cn/" , "bfsu.edu.cn" , "China" 
"Beijing Forestry University" , "http://www.bjfu.edu.cn/" , "bjfu.edu.cn" , "China" 
"Beijing Information Science and Technology University" , "http://www.biti.edu.cn/" , "biti.edu.cn" , "China" 
"Beijing Institute of Technology" , "http://www.bit.edu.cn/" , "bit.edu.cn" , "China" 
"Beijing International Studies University" , "http://www.bisu.edu.cn/" , "bisu.edu.cn" , "China" 
"Beijing Language and Culture University" , "http://www.blcu.edu.cn/" , "blcu.edu.cn" , "China" 
"Beijing Medical University" , "http://www.bjmu.edu.cn/" , "bjmu.edu.cn" , "China" 
"Beijing New Asia University" , "http://www.newasia.bj.edu.cn/" , "newasia.bj.edu.cn" , "China" 
"Beijing Normal University" , "http://www.bnu.edu.cn/" , "bnu.edu.cn" , "China" 
"Beijing Petroleum University" , "http://www.bjpeu.edu.cn/" , "bjpeu.edu.cn" , "China" 
"Beijing Polytechnic University" , "http://www.bjpu.edu.cn/" , "bjpu.edu.cn" , "China" 
"Beijing Sport University" , "http://www.bsu.edu.cn/" , "bsu.edu.cn" , "China" 
"Beijing Union University" , "http://www.ipdbuu.com.cn/" , "ipdbuu.com.cn" , "China" 
"Beijing University of Aeronautics and Astronautics" , "http://www.buaa.edu.cn/" , "buaa.edu.cn" , "China" 
"Beijing University of Agriculture" , "http://www.bac.edu.cn/" , "bac.edu.cn" , "China" 
"Beijing University of Chemical Technology" , "http://www.buct.edu.cn/" , "buct.edu.cn" , "China" 
"Beijing University of Chinese Medicine and Pharmacology" , "http://www.bjucmp.edu.cn/" , "bjucmp.edu.cn" , "China" 
"Beijing University of Posts and Telecommunications" , "http://www.bupt.edu.cn/" , "bupt.edu.cn" , "China" 
"Beijing University of Science and Technology" , "http://www.ustb.edu.cn/" , "ustb.edu.cn" , "China" 
"Bohai University" , "http://www.bhu.edu.cn/" , "bhu.edu.cn" , "China" 
"Buddhist Acamedy of China" , "http://www.zgfxy.cn/" , "zgfxy.cn" , "China" 
"Capital Normal University" , "http://www.cnu.edu.cn/" , "cnu.edu.cn" , "China" 
"Capital University of Economics and Business" , "http://www.cueb.edu.cn/" , "cueb.edu.cn" , "China" 
"Capital University of Medical Sciences" , "http://www.cpums.edu.cn/" , "cpums.edu.cn" , "China" 
"Central Academy of  Fine Art" , "http://www.cafa.edu.cn/" , "cafa.edu.cn" , "China" 
"Central China Normal University" , "http://www.ccnu.edu.cn/" , "ccnu.edu.cn" , "China" 
"Central Radio and TV University" , "http://www.crtvu.edu.cn/" , "crtvu.edu.cn" , "China" 
"Central South Forestry University" , "http://www.csfu.edu.cn/" , "csfu.edu.cn" , "China" 
"Central South University" , "http://www.csu.edu.cn/" , "csu.edu.cn" , "China" 
"Central University for Nationalities" , "http://www.cun.edu.cn/" , "cun.edu.cn" , "China" 
